	Security	Holder	Weight
5297	KHC UW Equity	Gotham Asset Management LLC	0.0017
5298	KHC UW Equity	Berkshire Asset Management LLC	0.0040
5299	KHC UW Equity	Tocqueville Asset Management LP	0.0010
5300	KHC UW Equity	Azimuth Capital Investment Managem	0.0025
5301	KIM UN Equity	Citadel Advisors LLC	0.0013
5302	KIM UN Equity	Balyasny Asset Management LP	0.0009
5303	KIM UN Equity	Millennium Management LLC/NY	0.0003
5304	KIM UN Equity	Douglas Lane & Associates LLC	0.0043
5305	KIM UN Equity	ExodusPoint Capital Management LP	0.0032
5306	KIM UN Equity	Renaissance Technologies LLC	0.0002
5307	KIM UN Equity	Adage Capital Management LP	0.0000
5308	KIM UN Equity	Summit Global Investments LLC	0.0032
5309	KIM UN Equity	Cubist Systematic Strategies LLC	0.0005
5310	KIM UN Equity	Point72 Asset Management LP	0.0000
5311	KIM UN Equity	Kovitz Investment Group Partners L	0.0006
5312	KIM UN Equity	Ergoteles LLC	0.0019
5313	KIM UN Equity	Boothbay Fund Management LLC	0.0009
5314	KIM UN Equity	TwinBeech Capital LP	0.0004
5315	KIM UN Equity	Edgestream Partners LP	0.0016
5316	KIM UN Equity	Graham Capital Management LP	0.0004
5317	KIM UN Equity	Corient Private Wealth LLC	0.0000
5318	KIM UN Equity	AQR Capital Management LLC	0.0000
5319	KIM UN Equity	Gotham Asset Management LLC	0.0001
5320	KIM UN Equity	DE Shaw & Co LP	0.0000
5321	KLAC UW Equity	Alkeon Capital Management LLC	0.0219
5322	KLAC UW Equity	Millennium Management LLC/NY	0.0017
5323	KLAC UW Equity	AQR Capital Management LLC	0.0024
5324	KLAC UW Equity	Egerton Capital UK LLP	0.0095
5325	KLAC UW Equity	DE Shaw & Co LP	0.0000
5326	KLAC UW Equity	NZS Capital LLC	0.0345
5327	KLAC UW Equity	Frontier Capital Management Co LLC	0.0063
5328	KLAC UW Equity	Adage Capital Management LP	0.0000
5329	KLAC UW Equity	Squarepoint Ops LLC	0.0015
5330	KLAC UW Equity	NewEdge Wealth LLC	0.0090
5331	KLAC UW Equity	Citadel Advisors LLC	0.0003
5332	KLAC UW Equity	Parallax Volatility Advisers LP	0.0070
5333	KLAC UW Equity	Corient Private Wealth LLC	0.0004
5334	KLAC UW Equity	Cubist Systematic Strategies LLC	0.0018
5335	KLAC UW Equity	Capital Fund Management SA	0.0023
5336	KLAC UW Equity	Tudor Investment Corp	0.0024
5337	KLAC UW Equity	Schonfeld Strategic Advisors LLC	0.0013
5338	KLAC UW Equity	Distillate Capital Partners LLC	0.0000
5339	KLAC UW Equity	Point72 Asset Management LP	0.0000
5340	KLAC UW Equity	Needham Investment Management LLC	0.0136
5341	KMB UN Equity	Two Sigma Investments LP	0.0000
5342	KMB UN Equity	Renaissance Technologies LLC	0.0027
5343	KMB UN Equity	Arrowstreet Capital LP	0.0022
5344	KMB UN Equity	Citadel Advisors LLC	0.0012
5345	KMB UN Equity	MARSHALL WACE	0.0000
5346	KMB UN Equity	Bridgewater Associates LP	0.0055
5347	KMB UN Equity	AQR Capital Management LLC	0.0019
5348	KMB UN Equity	Squarepoint Ops LLC	0.0028
5349	KMB UN Equity	Millennium Management LLC/NY	0.0005
5350	KMB UN Equity	Corient Private Wealth LLC	0.0011
5351	KMB UN Equity	DE Shaw & Co LP	0.0000
5352	KMB UN Equity	Adage Capital Management LP	0.0000
5353	KMB UN Equity	Gotham Asset Management LLC	0.0030
5354	KMB UN Equity	Cubist Systematic Strategies LLC	0.0013
5355	KMB UN Equity	Schonfeld Strategic Advisors LLC	0.0009
5356	KMB UN Equity	Holocene Advisors LP	0.0004
5357	KMB UN Equity	Tudor Investment Corp	0.0015
5358	KMB UN Equity	Aigen Investment Management LP	0.0125
5359	KMB UN Equity	Azimuth Capital Investment Managem	0.0036
5360	KMB UN Equity	Contravisory Investment Management	0.0150
5361	KMI UN Equity	FPR Partners LLC	0.1065
5362	KMI UN Equity	Renaissance Technologies LLC	0.0013
5363	KMI UN Equity	Citadel Advisors LLC	0.0008
5364	KMI UN Equity	Cushing Asset Management LP	0.0365
5365	KMI UN Equity	MARSHALL WACE	0.0000
5366	KMI UN Equity	DE Shaw & Co LP	0.0000
5367	KMI UN Equity	Squarepoint Ops LLC	0.0013
5368	KMI UN Equity	Adage Capital Management LP	0.0000
5369	KMI UN Equity	Berkshire Asset Management LLC	0.0123
5370	KMI UN Equity	Corient Private Wealth LLC	0.0004
5371	KMI UN Equity	Point72 Asset Management LP	0.0000
5372	KMI UN Equity	Gotham Asset Management LLC	0.0018
5373	KMI UN Equity	Millennium Management LLC/NY	0.0001
5374	KMI UN Equity	Azimut Holding SpA	0.0000
5375	KMI UN Equity	Annandale Capital LLC	0.0169
5376	KMI UN Equity	GYL Financial Synergies LLC	0.0053
5377	KMI UN Equity	Azimuth Capital Investment Managem	0.0024
5378	KMI UN Equity	Washington Trust Advisors Inc	0.0047
5379	KMI UN Equity	Arrowstreet Capital LP	0.0001
5380	KMI UN Equity	Fractal Investments LLC	0.0089
5381	KMX UN Equity	Akre Capital Management LLC	0.0199
5382	KMX UN Equity	Kovitz Investment Group Partners L	0.0186
5383	KMX UN Equity	Makaira Partners LLC	0.1211
5384	KMX UN Equity	Corient Private Wealth LLC	0.0017
5385	KMX UN Equity	Citadel Advisors LLC	0.0007
5386	KMX UN Equity	Millennium Management LLC/NY	0.0005
5387	KMX UN Equity	Immersion Capital LLP	0.0844
5388	KMX UN Equity	Balyasny Asset Management LP	0.0007
5389	KMX UN Equity	Aureus Asset Management LLC	0.0166
5390	KMX UN Equity	Fairview Capital Investment Manage	0.0126
5391	KMX UN Equity	Rings Capital Management LLC	0.1376
5392	KMX UN Equity	Twin Tree Management LP	0.0030
5393	KMX UN Equity	Peak6 Group LLC	0.0107
5394	KMX UN Equity	Landscape Capital Management LLC	0.0165
5395	KMX UN Equity	Two Sigma Investments LP	0.0000
5396	KMX UN Equity	Tudor Investment Corp	0.0018
5397	KMX UN Equity	Candlestick Capital Management LP	0.0035
5398	KMX UN Equity	Adage Capital Management LP	0.0000
5399	KMX UN Equity	Yost Capital Management LP	0.0844
5400	KMX UN Equity	Nixon Capital LLC	0.0446
5401	KO UN Equity	Bridgewater Associates LP	0.0303
5402	KO UN Equity	Two Sigma Investments LP	0.0000
5403	KO UN Equity	Citadel Advisors LLC	0.0047
5404	KO UN Equity	AQR Capital Management LLC	0.0066
5405	KO UN Equity	Millennium Management LLC/NY	0.0028
5406	KO UN Equity	Adage Capital Management LP	0.0000
5407	KO UN Equity	DE Shaw & Co LP	0.0000
5408	KO UN Equity	Corient Private Wealth LLC	0.0041
5409	KO UN Equity	Renaissance Technologies LLC	0.0020
5410	KO UN Equity	MARSHALL WACE	0.0000
5411	KO UN Equity	Douglas Lane & Associates LLC	0.0108
5412	KO UN Equity	Capital Fund Management SA	0.0095
5413	KO UN Equity	Point72 Asset Management LP	0.0000
5414	KO UN Equity	Squarepoint Ops LLC	0.0029
5415	KO UN Equity	Balyasny Asset Management LP	0.0014
5416	KO UN Equity	Element Capital Management LLC	0.0206
5417	KO UN Equity	Graham Capital Management LP	0.0103
5418	KO UN Equity	Edge Capital Group LLC	0.0121
5419	KO UN Equity	ExodusPoint Capital Management LP	0.0024
5420	KO UN Equity	Cubist Systematic Strategies LLC	0.0022
5421	KR UN Equity	Renaissance Technologies LLC	0.0057
5422	KR UN Equity	AQR Capital Management LLC	0.0056
5423	KR UN Equity	Two Sigma Investments LP	0.0000
5424	KR UN Equity	Bridgewater Associates LP	0.0052
5425	KR UN Equity	Chilton Investment Co LLC	0.0170
5426	KR UN Equity	DE Shaw & Co LP	0.0000
5427	KR UN Equity	TOBAM SAS	0.0222
5428	KR UN Equity	Corient Private Wealth LLC	0.0004
5429	KR UN Equity	Millennium Management LLC/NY	0.0002
5430	KR UN Equity	Point72 Asset Management LP	0.0000
5431	KR UN Equity	Distillate Capital Partners LLC	0.0000
5432	KR UN Equity	MARSHALL WACE	0.0000
5433	KR UN Equity	Twin Tree Management LP	0.0020
5434	KR UN Equity	American Assets Investment Managem	0.0107
5435	KR UN Equity	Capital Fund Management SA	0.0013
5436	KR UN Equity	Squarepoint Ops LLC	0.0004
5437	KR UN Equity	Bayesian Capital Management LP	0.0065
5438	KR UN Equity	Teza Capital Management LLC	0.0053
5439	KR UN Equity	Gotham Asset Management LLC	0.0012
5440	KR UN Equity	Element Capital Management LLC	0.0027
5441	KVUE UN Equity	Citadel Advisors LLC	0.0020
5442	KVUE UN Equity	Viking Global Investors LP	0.0034
5443	KVUE UN Equity	PineStone Asset Management Inc	0.0089
5444	KVUE UN Equity	Skye Global Management LP	0.0214
5445	KVUE UN Equity	Ghisallo Capital Management LLC	0.0688
5446	KVUE UN Equity	Candlestick Capital Management LP	0.0146
5447	KVUE UN Equity	ExodusPoint Capital Management LP	0.0043
5448	KVUE UN Equity	Adage Capital Management LP	0.0000
5449	KVUE UN Equity	Hudson Bay Capital Management LP	0.0030
5450	KVUE UN Equity	Discovery Capital Management LLC/C	0.0280
5451	KVUE UN Equity	Davidson Kempner Capital Managemen	0.0066
5452	KVUE UN Equity	Woodline Partners LP	0.0022
5453	KVUE UN Equity	CaaS Capital Management LP	0.0882
5454	KVUE UN Equity	Holocene Advisors LP	0.0008
5455	KVUE UN Equity	Rokos Capital Management LLP	0.0032
5456	KVUE UN Equity	Squarepoint Ops LLC	0.0008
5457	KVUE UN Equity	Alyeska Investment Group LP	0.0010
5458	KVUE UN Equity	Tudor Investment Corp	0.0020
5459	KVUE UN Equity	Polar Asset Management Partners In	0.0026
5460	KVUE UN Equity	Weiss Multi-Strategy Advisers LLC	0.0024
5461	L UN Equity	AQR Capital Management LLC	0.0005
5462	L UN Equity	DE Shaw & Co LP	0.0000
5463	L UN Equity	Millennium Management LLC/NY	0.0002
5464	L UN Equity	Adage Capital Management LP	0.0000
5465	L UN Equity	Balyasny Asset Management LP	0.0003
5466	L UN Equity	Renaissance Technologies LLC	0.0001
5467	L UN Equity	Ergoteles LLC	0.0015
5468	L UN Equity	Graham Capital Management LP	0.0011
5469	L UN Equity	Gotham Asset Management LLC	0.0005
5470	L UN Equity	Yakira Capital Management Inc	0.0059
5471	L UN Equity	Two Sigma Investments LP	0.0000
5472	L UN Equity	Arrowstreet Capital LP	0.0000
5473	L UN Equity	Point72 Asset Management LP	0.0000
5474	L UN Equity	ExodusPoint Capital Management LP	0.0001
5475	L UN Equity	Oak Thistle LLC	0.0059
5476	L UN Equity	Aureus Asset Management LLC	0.0006
5477	L UN Equity	SSI Investment Management Inc	0.0006
5478	L UN Equity	Corient Private Wealth LLC	0.0000
5479	L UN Equity	Centiva Capital LP	0.0004
5480	L UN Equity	Cognios Capital LLC	0.0080
5481	LDOS UN Equity	Alyeska Investment Group LP	0.0093
5482	LDOS UN Equity	Millennium Management LLC/NY	0.0012
5483	LDOS UN Equity	Citadel Advisors LLC	0.0005
5484	LDOS UN Equity	AQR Capital Management LLC	0.0009
5485	LDOS UN Equity	Schonfeld Strategic Advisors LLC	0.0032
5486	LDOS UN Equity	Verition Fund Management LLC	0.0056
5487	LDOS UN Equity	JANA Partners LLC	0.0216
5488	LDOS UN Equity	DE Shaw & Co LP	0.0000
5489	LDOS UN Equity	Arrowstreet Capital LP	0.0002
5490	LDOS UN Equity	Woodline Partners LP	0.0022
5491	LDOS UN Equity	Prospector Partners LLC	0.0245
5492	LDOS UN Equity	Tudor Investment Corp	0.0023
5493	LDOS UN Equity	Adage Capital Management LP	0.0000
5494	LDOS UN Equity	Two Sigma Investments LP	0.0000
5495	LDOS UN Equity	Sunriver Management LLC	0.0168
5496	LDOS UN Equity	Cooper Creek Partners Management L	0.0055
5497	LDOS UN Equity	Greenland Capital Management LP	0.0102
5498	LDOS UN Equity	Corient Private Wealth LLC	0.0002
5499	LDOS UN Equity	Holocene Advisors LP	0.0003
5500	LDOS UN Equity	MARSHALL WACE	0.0000
5501	LEN UN Equity	Arrowstreet Capital LP	0.0026
5502	LEN UN Equity	Balyasny Asset Management LP	0.0039
5503	LEN UN Equity	AQR Capital Management LLC	0.0027
5504	LEN UN Equity	Southpoint Capital Advisors LP	0.0231
5505	LEN UN Equity	Eminence Capital LP	0.0130
5506	LEN UN Equity	Citadel Advisors LLC	0.0008
5507	LEN UN Equity	Palestra Capital Management LLC	0.0286
5508	LEN UN Equity	Candlestick Capital Management LP	0.0184
5509	LEN UN Equity	Basswood Capital Management LLC	0.0373
5510	LEN UN Equity	DE Shaw & Co LP	0.0000
5511	LEN UN Equity	Twin Tree Management LP	0.0087
5512	LEN UN Equity	Alyeska Investment Group LP	0.0031
5513	LEN UN Equity	Adage Capital Management LP	0.0000
5514	LEN UN Equity	Schonfeld Strategic Advisors LLC	0.0025
5515	LEN UN Equity	Holocene Advisors LP	0.0013
5516	LEN UN Equity	Millennium Management LLC/NY	0.0003
5517	LEN UN Equity	Bridgewater Associates LP	0.0015
5518	LEN UN Equity	Squarepoint Ops LLC	0.0012
5519	LEN UN Equity	Carlson Capital LP	0.0187
5520	LEN UN Equity	CQS US LLC	0.0237
5521	LH UN Equity	Southpoint Capital Advisors LP	0.0465
5522	LH UN Equity	Gates Capital Management Inc	0.0353
5523	LH UN Equity	JANA Partners LLC	0.0627
5524	LH UN Equity	Millennium Management LLC/NY	0.0005
5525	LH UN Equity	Fairview Capital Investment Manage	0.0290
5526	LH UN Equity	Locust Wood Capital Advisers LLC	0.0210
5527	LH UN Equity	Sio Capital Management LLC	0.1054
5528	LH UN Equity	Bridgewater Associates LP	0.0018
5529	LH UN Equity	Holocene Advisors LP	0.0010
5530	LH UN Equity	Adage Capital Management LP	0.0000
5531	LH UN Equity	MFP Investors LLC	0.0569
5532	LH UN Equity	Greenland Capital Management LP	0.0196
5533	LH UN Equity	Needham Investment Management LLC	0.0208
5534	LH UN Equity	Rivermont Capital Management LP	0.0569
5535	LH UN Equity	Magnetar Financial LLC	0.0025
5536	LH UN Equity	Citadel Advisors LLC	0.0001
5537	LH UN Equity	Renaissance Technologies LLC	0.0001
5538	LH UN Equity	DE Shaw & Co LP	0.0000
5539	LH UN Equity	AQR Capital Management LLC	0.0002
5540	LH UN Equity	Hudson Bay Capital Management LP	0.0008
5541	LHX UN Equity	Balyasny Asset Management LP	0.0070
5542	LHX UN Equity	Citadel Advisors LLC	0.0026
5543	LHX UN Equity	Millennium Management LLC/NY	0.0011
5544	LHX UN Equity	DE Shaw & Co LP	0.0000
5545	LHX UN Equity	Woodline Partners LP	0.0105
5546	LHX UN Equity	MARSHALL WACE	0.0000
5547	LHX UN Equity	Two Sigma Investments LP	0.0000
5548	LHX UN Equity	Holocene Advisors LP	0.0022
5549	LHX UN Equity	Point72 Asset Management LP	0.0000
5550	LHX UN Equity	AQR Capital Management LLC	0.0009
5551	LHX UN Equity	Schonfeld Strategic Advisors LLC	0.0035
5552	LHX UN Equity	Osterweis Capital Management Inc	0.0234
5553	LHX UN Equity	Verition Fund Management LLC	0.0051
5554	LHX UN Equity	Tocqueville Asset Management LP	0.0050
5555	LHX UN Equity	Adage Capital Management LP	0.0000
5556	LHX UN Equity	Renaissance Technologies LLC	0.0004
5557	LHX UN Equity	Corient Private Wealth LLC	0.0004
5558	LHX UN Equity	Valiant Capital Management LP	0.0245
5559	LHX UN Equity	Element Capital Management LLC	0.0082
5560	LHX UN Equity	Interval Partners LP	0.0054
5561	LIN UN Equity	Echo Street Capital Management LLC	0.0432
5562	LIN UN Equity	Winslow Capital Management LLC	0.0209
5563	LIN UN Equity	Holocene Advisors LP	0.0167
5564	LIN UN Equity	Two Sigma Investments LP	0.0000
5565	LIN UN Equity	Corient Private Wealth LLC	0.0045
5566	LIN UN Equity	Adage Capital Management LP	0.0000
5567	LIN UN Equity	Locust Wood Capital Advisers LLC	0.0855
5568	LIN UN Equity	Lansdowne Partners UK LLP	0.1730
5569	LIN UN Equity	MARSHALL WACE	0.0000
5570	LIN UN Equity	Davidson Kempner Capital Managemen	0.0306
5571	LIN UN Equity	Point72 Asset Management LP	0.0000
5572	LIN UN Equity	DE Shaw & Co LP	0.0000
5573	LIN UN Equity	Millennium Management LLC/NY	0.0007
5574	LIN UN Equity	Tybourne Capital Management HK Ltd	0.0666
5575	LIN UN Equity	Citadel Advisors LLC	0.0006
5576	LIN UN Equity	NZS Capital LLC	0.0231
5577	LIN UN Equity	Scopus Asset Management LP	0.0156
5578	LIN UN Equity	Squarepoint Ops LLC	0.0016
5579	LIN UN Equity	Azimut Holding SpA	0.0000
5580	LIN UN Equity	AQR Capital Management LLC	0.0005
5581	LKQ UW Equity	Arrowstreet Capital LP	0.0018
5582	LKQ UW Equity	Palisade Capital Management LLC	0.0165
5583	LKQ UW Equity	AQR Capital Management LLC	0.0011
5584	LKQ UW Equity	12th Street Asset Management Co LL	0.0799
5585	LKQ UW Equity	MARSHALL WACE	0.0000
5586	LKQ UW Equity	Adage Capital Management LP	0.0000
5587	LKQ UW Equity	Millennium Management LLC/NY	0.0001
5588	LKQ UW Equity	Renaissance Technologies LLC	0.0002
5589	LKQ UW Equity	Distillate Capital Partners LLC	0.0000
5590	LKQ UW Equity	Corient Private Wealth LLC	0.0003
5591	LKQ UW Equity	Advantage Alpha Capital Partners L	0.0193
5592	LKQ UW Equity	Clearfield Capital Management LP	0.0661
5593	LKQ UW Equity	Redwood Investment Management LLC	0.0067
5594	LKQ UW Equity	Balyasny Asset Management LP	0.0001
5595	LKQ UW Equity	Citadel Advisors LLC	0.0000
5596	LKQ UW Equity	Squarepoint Ops LLC	0.0002
5597	LKQ UW Equity	Prescott Group Capital Management	0.0070
5598	LKQ UW Equity	Capital Fund Management SA	0.0005
5599	LKQ UW Equity	HBK Investments LP	0.0047
5600	LKQ UW Equity	TwinBeech Capital LP	0.0005
5601	LLY UN Equity	Arrowstreet Capital LP	0.0079
5602	LLY UN Equity	Adage Capital Management LP	0.0000
5603	LLY UN Equity	Millennium Management LLC/NY	0.0040
5604	LLY UN Equity	DE Shaw & Co LP	0.0000
5605	LLY UN Equity	Tiger Global Management LLC	0.0283
5606	LLY UN Equity	Corient Private Wealth LLC	0.0064
5607	LLY UN Equity	Citadel Advisors LLC	0.0029
5608	LLY UN Equity	Winslow Capital Management LLC	0.0102
5609	LLY UN Equity	AQR Capital Management LLC	0.0030
5610	LLY UN Equity	PFM Health Sciences LP	0.0566
5611	LLY UN Equity	Woodline Partners LP	0.0164
5612	LLY UN Equity	Coatue Management LLC	0.0040
5613	LLY UN Equity	Cohen Klingenstein LLC	0.0347
5614	LLY UN Equity	Avidity Partners Management LP	0.0217
5615	LLY UN Equity	Azimut Holding SpA	0.0000
5616	LLY UN Equity	Bridgewater Associates LP	0.0033
5617	LLY UN Equity	Element Capital Management LLC	0.0335
5618	LLY UN Equity	Point72 Asset Management LP	0.0000
5619	LLY UN Equity	MARSHALL WACE	0.0000
5620	LLY UN Equity	Squarepoint Ops LLC	0.0025
5621	LMT UN Equity	Two Sigma Investments LP	0.0000
5622	LMT UN Equity	DE Shaw & Co LP	0.0000
5623	LMT UN Equity	Adage Capital Management LP	0.0000
5624	LMT UN Equity	Millennium Management LLC/NY	0.0021
5625	LMT UN Equity	MARSHALL WACE	0.0000
5626	LMT UN Equity	AQR Capital Management LLC	0.0033
5627	LMT UN Equity	Corient Private Wealth LLC	0.0032
5628	LMT UN Equity	Citadel Advisors LLC	0.0012
5629	LMT UN Equity	Point72 Asset Management LP	0.0000
5630	LMT UN Equity	Squarepoint Ops LLC	0.0029
5631	LMT UN Equity	Stonegate Investment Group LLC	0.0153
5632	LMT UN Equity	Berkshire Asset Management LLC	0.0230
5633	LMT UN Equity	Tocqueville Asset Management LP	0.0060
5634	LMT UN Equity	Element Capital Management LLC	0.0210
5635	LMT UN Equity	Arctis Global LLC	0.0901
5636	LMT UN Equity	Capital Fund Management SA	0.0030
5637	LMT UN Equity	Archon Partners LLC	0.0277
5638	LMT UN Equity	Stansberry Asset Management LLC	0.0328
5639	LMT UN Equity	Tudor Investment Corp	0.0028
5640	LMT UN Equity	Hudson Bay Capital Management LP	0.0017
5641	LNT UW Equity	ExodusPoint Capital Management LP	0.0065
5642	LNT UW Equity	Point72 Asset Management LP	0.0000
5643	LNT UW Equity	Millennium Management LLC/NY	0.0005
5644	LNT UW Equity	Lighthouse Investment Partners LLC	0.0235
5645	LNT UW Equity	LMR Partners LLP	0.0068
5646	LNT UW Equity	Verition Fund Management LLC	0.0044
5647	LNT UW Equity	Yaupon Capital Management LP	0.0299
5648	LNT UW Equity	HITE Hedge Asset Management LLC	0.0166
5649	LNT UW Equity	Adage Capital Management LP	0.0000
5650	LNT UW Equity	AQR Capital Management LLC	0.0003
5651	LNT UW Equity	Citadel Advisors LLC	0.0001
5652	LNT UW Equity	Ecofin Advisors Ltd	0.0000
5653	LNT UW Equity	DE Shaw & Co LP	0.0000
5654	LNT UW Equity	Holocene Advisors LP	0.0003
5655	LNT UW Equity	Renaissance Technologies LLC	0.0001
5656	LNT UW Equity	Sagefield Capital LP	0.0118
5657	LNT UW Equity	Hudson Bay Capital Management LP	0.0005
5658	LNT UW Equity	Gotham Asset Management LLC	0.0009
5659	LNT UW Equity	Cinctive Capital Management LP	0.0012
5660	LNT UW Equity	Occudo Quantitative Strategies LP	0.0019
5661	LOW UN Equity	Pershing Square Capital Management	0.1551
5662	LOW UN Equity	Arrowstreet Capital LP	0.0064
5663	LOW UN Equity	Soroban Capital Partners LP	0.0519
5664	LOW UN Equity	Hudson Bay Capital Management LP	0.0232
5665	LOW UN Equity	Two Creeks Capital Management LP	0.1146
5666	LOW UN Equity	Adage Capital Management LP	0.0000
5667	LOW UN Equity	Alkeon Capital Management LLC	0.0076
5668	LOW UN Equity	Kovitz Investment Group Partners L	0.0177
5669	LOW UN Equity	Consulta Ltd	0.0781
5670	LOW UN Equity	Corient Private Wealth LLC	0.0020
5671	LOW UN Equity	AQR Capital Management LLC	0.0015
5672	LOW UN Equity	Douglas Lane & Associates LLC	0.0111
5673	LOW UN Equity	Junto Capital Management LP	0.0177
